timestamp,gps_speed,motor_dt
2022-03-17 09:30:56-03:00,1.0672101267929737,0.2980957
2022-03-17 09:30:57-03:00,1.5820991765962464,0.2980957
2022-03-17 09:30:58-03:00,1.9593819748073464,0.2980957
2022-03-17 09:30:59-03:00,2.1805962455318655,0.2980957
2022-03-17 09:31:00-03:00,2.369237643959102,0.2980957
2022-03-17 09:31:01-03:00,2.467628187129294,0.2980957
2022-03-17 09:31:02-03:00,2.581012390033977,0.2980957
2022-03-17 09:31:03-03:00,2.9018052256719002,0.2980957
2022-03-17 09:31:04-03:00,3.1808784281452214,0.30786133
2022-03-17 09:31:05-03:00,3.0060392714306134,0.31762695
2022-03-17 09:31:06-03:00,2.6510077832756362,0.31762695
2022-03-17 09:31:07-03:00,2.2073195342765835,0.31762695
2022-03-17 09:31:08-03:00,1.9709588412386654,0.31762695
2022-03-17 09:31:09-03:00,1.9674321029745756,0.31762695
2022-03-17 09:31:10-03:00,1.9964782370077683,0.31762695
2022-03-17 09:31:11-03:00,2.0878415583122254,0.31762695
2022-03-17 09:31:12-03:00,2.1642112201317802,0.31762695
2022-03-17 09:31:13-03:00,1.8600051507105175,0.31762695
2022-03-17 09:31:14-03:00,1.5918508124651296,0.31762695
2022-03-17 09:31:15-03:00,1.569866471140132,0.31762695
2022-03-17 09:31:16-03:00,1.536146500408258,0.31762695
2022-03-17 09:31:17-03:00,1.5078281976256451,0.31762695
2022-03-17 09:31:18-03:00,1.6110818435388132,0.31762695
2022-03-17 09:31:19-03:00,1.529935870860999,0.31762695
2022-03-17 09:31:20-03:00,1.3859864289517874,0.31762695
2022-03-17 09:31:21-03:00,1.2506544415845,0.31762695
2022-03-17 09:31:22-03:00,1.080216779126464,0.31762695
2022-03-17 09:31:23-03:00,1.180706610517391,0.31762695
2022-03-17 09:31:24-03:00,1.564114029931725,0.31762695
2022-03-17 09:31:25-03:00,1.7098430175303398,0.31762695
2022-03-17 09:31:26-03:00,1.8555720051289544,0.31762695
2022-03-17 09:31:27-03:00,1.8320057183760152,0.31762695
2022-03-17 09:31:28-03:00,1.6678903144083521,0.31762695
2022-03-17 09:31:29-03:00,1.611409101744424,0.31762695
2022-03-17 09:31:30-03:00,1.5777011848162092,0.31762695
2022-03-17 09:31:31-03:00,1.508887593651195,0.31762695
2022-03-17 09:31:32-03:00,1.472018554399801,0.31762695
2022-03-17 09:31:33-03:00,1.344777001480116,0.31762695
2022-03-17 09:31:34-03:00,1.2690638754010801,0.31762695
2022-03-17 09:31:35-03:00,1.638223989779971,0.31762695
2022-03-17 09:31:36-03:00,1.9932708706229505,0.28794643
2022-03-17 09:31:37-03:00,2.4747305206316197,0.24117431
2022-03-17 09:31:38-03:00,2.761152130027982,0.2039388
2022-03-17 09:31:39-03:00,3.2885310826979697,0.16414969
2022-03-17 09:31:40-03:00,3.855940208863642,0.15686035
2022-03-17 09:31:41-03:00,4.521401103443292,0.13332112
2022-03-17 09:31:42-03:00,5.1900231212000705,0.09151205
2022-03-17 09:31:43-03:00,5.333439173945839,0.078430176
2022-03-17 09:31:44-03:00,5.603217451315922,0.078430176
2022-03-17 09:31:45-03:00,5.747920593358307,0.078430176
2022-03-17 09:31:46-03:00,5.415954501765442,0.07955497
2022-03-17 09:31:47-03:00,5.150507724144978,0.10832977
2022-03-17 09:31:48-03:00,5.073776738967456,0.1133016
2022-03-17 09:31:49-03:00,4.7389886123694565,0.11767578
2022-03-17 09:31:50-03:00,4.721512375278219,0.11767578
2022-03-17 09:31:51-03:00,4.6059843697730045,0.11767578
2022-03-17 09:31:52-03:00,4.0453687848624185,0.11767578
2022-03-17 09:31:53-03:00,4.11796559660499,0.11767578
2022-03-17 09:31:54-03:00,3.6469458276840685,0.11767578
2022-03-17 09:31:55-03:00,3.2050410013412622,0.11767578
2022-03-17 09:31:56-03:00,3.2539186421696185,0.11767578
2022-03-17 09:31:57-03:00,3.152601686702463,0.11767578
2022-03-17 09:31:58-03:00,3.1349600007473675,0.11767578
2022-03-17 09:31:59-03:00,3.0823197915178584,0.11767578
2022-03-17 09:32:00-03:00,2.712367692781587,0.11767578
2022-03-17 09:32:01-03:00,2.3516230466302095,0.11767578
2022-03-17 09:32:02-03:00,2.395388767668748,0.11767578
2022-03-17 09:32:03-03:00,2.2942790063847385,0.11767578
2022-03-17 09:32:04-03:00,2.2297881355572065,0.11767578
2022-03-17 09:32:05-03:00,2.0986009015149625,0.11767578
2022-03-17 09:32:06-03:00,1.9103945826920783,0.11767578
2022-03-17 09:32:07-03:00,1.8101024014514366,0.11767578
2022-03-17 09:32:08-03:00,1.621896096935264,0.11767578
2022-03-17 09:32:09-03:00,1.4563069911838515,0.11767578
2022-03-17 09:32:10-03:00,1.290717885432439,0.11767578
2022-03-17 09:32:11-03:00,1.1496413040764673,0.11767578
2022-03-17 09:32:12-03:00,1.0975415768656958,0.11767578
2022-03-17 09:32:13-03:00,1.045441851052184,0.11767578
2022-03-17 09:32:14-03:00,1.0302039467703763,0.11767578
2022-03-17 09:32:15-03:00,1.1092928741376955,0.11767578
2022-03-17 09:32:16-03:00,1.245400886285654,0.11767578
2022-03-17 09:32:17-03:00,1.2125625719295439,0.11767578
2022-03-17 09:32:18-03:00,1.1655286049699096,0.11767578
2022-03-17 09:32:19-03:00,1.1848447736352974,0.11767578
2022-03-17 09:32:20-03:00,1.2143259040054413,0.11767578
2022-03-17 09:32:21-03:00,1.2627255532095285,0.11767578
2022-03-17 09:32:22-03:00,1.2671061473745637,0.11767578
2022-03-17 09:32:23-03:00,1.2714867409824477,0.11767578
2022-03-17 09:32:24-03:00,1.28450483597694,0.11767578
2022-03-17 09:32:25-03:00,1.2407775209851544,0.11767578
2022-03-17 09:32:26-03:00,1.2928758525476947,0.11767578
2022-03-17 09:32:27-03:00,1.432181064240034,0.11767578
2022-03-17 09:32:28-03:00,1.558577648537292,0.11767578
2022-03-17 09:32:29-03:00,1.675026186547706,0.11767578
2022-03-17 09:32:30-03:00,1.8111342293876063,0.11767578
2022-03-17 09:32:31-03:00,1.8946037798333333,0.11767578
2022-03-17 09:32:32-03:00,1.9736927470049779,0.11767578
2022-03-17 09:32:33-03:00,2.033750236410566,0.11767578
2022-03-17 09:32:34-03:00,2.09272250803907,0.11767578
2022-03-17 09:32:35-03:00,2.119957123019893,0.11767578
2022-03-17 09:32:36-03:00,2.000660148853055,0.11767578
2022-03-17 09:32:37-03:00,1.9588637660276955,0.1385498
2022-03-17 09:32:38-03:00,2.2897111675170363,0.15921631
2022-03-17 09:32:39-03:00,2.5419529057036203,0.17651367
2022-03-17 09:32:40-03:00,2.690632126374882,0.17651367
2022-03-17 09:32:41-03:00,2.9148566329989753,0.17797852
2022-03-17 09:32:42-03:00,3.102375640914227,0.18823242
2022-03-17 09:32:43-03:00,3.308926122997467,0.18823242
2022-03-17 09:32:44-03:00,3.426554083896015,0.18823242
2022-03-17 09:32:45-03:00,3.603408928249666,0.18823242
2022-03-17 09:32:46-03:00,3.8849047953930254,0.18823242
2022-03-17 09:32:47-03:00,4.084645757399874,0.18823242
2022-03-17 09:32:48-03:00,3.893303370990948,0.18823242
2022-03-17 09:32:49-03:00,3.77949619364002,0.18823242
2022-03-17 09:32:50-03:00,3.7331626869775554,0.18823242
2022-03-17 09:32:51-03:00,3.6112838904402027,0.18823242
2022-03-17 09:32:52-03:00,3.4935048067936307,0.18823242
2022-03-17 09:32:53-03:00,3.2805834743997897,0.18823242
2022-03-17 09:32:54-03:00,3.122308275498194,0.18823242
