timestamp,iter,least_squares_errors,params
2023-12-28 19:29:06.795640,2,"[1232169849878.8994, 1.8323682789631328]","{'bat_eta': 1.0, 'bat_Q': 410400, 'bat_R_0': 0.10292872107401026, 'bat_R_1': 0.8689393231045475, 'bat_C_1': 872456.5245662101, 'bat_tau_constraint': 1.8181818181818183, 'bat_coeff_0': 99822.9879166421, 'bat_coeff_1': -370972.40340482723, 'bat_coeff_2': 454409.4483045591, 'bat_coeff_3': -208339.27277621615, 'bat_coeff_4': -864495.6235446029}"
