timestamp,iter,least_squares_errors,params
2023-12-28 19:29:05.664014,1,"[105019004968.02652, 2.3216230257328343]","{'bat_eta': 1.0, 'bat_Q': 410400, 'bat_R_0': 0.055235549738415046, 'bat_R_1': 0.012639929142694488, 'bat_C_1': 932357.567412295, 'bat_tau_constraint': 1.8181818181818183, 'bat_coeff_0': 93552.34486970864, 'bat_coeff_1': -367002.36578504567, 'bat_coeff_2': 456705.8259857509, 'bat_coeff_3': -187930.15311976883, 'bat_coeff_4': -554780.7956885522}"
