timestamp,iter,least_squares_errors,params
2023-12-28 19:29:07.927374,3,"[1230776768.2760878, 1.894697585811466]","{'bat_eta': 1.0, 'bat_Q': 410400, 'bat_R_0': 0.03577067794191469, 'bat_R_1': 0.38551386466089105, 'bat_C_1': 992517.9736772593, 'bat_tau_constraint': 1.8181818181818183, 'bat_coeff_0': 98737.71258402476, 'bat_coeff_1': -370555.69946783513, 'bat_coeff_2': 459093.53726974316, 'bat_coeff_3': -188022.59248120466, 'bat_coeff_4': -920684.4517188563}"
