values(1);values(2);values(3);values(4);
nan;nan;nan;nan;
nan;nan;nan;nan;
nan;nan;nan;nan;
nan;nan;nan;nan;
12.688787;12.776333;12.738555;1.3308817;
12.688787;12.776333;12.738555;1.3308817;
12.682832;12.773228;12.735283;1.4593993;
12.682832;12.773228;12.735283;1.4593993;
12.682832;12.773228;12.735283;1.4593993;
12.682832;12.773228;12.735283;1.4593993;
12.689919;12.780051;12.739112;1.4984434;
12.689919;12.780051;12.739112;1.4984434;
12.689919;12.780051;12.739112;1.4984434;
12.689919;12.780051;12.739112;1.4984434;
12.687933;12.778384;12.735856;1.5783143;
12.687933;12.778384;12.735856;1.5783143;
12.687933;12.778384;12.735856;1.5783143;
12.690146;12.779968;12.738796;1.3163551;
12.690146;12.779968;12.738796;1.3163551;
12.690146;12.779968;12.738796;1.3163551;
12.683535;12.779311;12.736572;1.5693048;
12.683535;12.779311;12.736572;1.5693048;
12.683535;12.779311;12.736572;1.5693048;
12.683535;12.779311;12.736572;1.5693048;
12.686666;12.774805;12.73498;1.3147755;
12.686666;12.774805;12.73498;1.3147755;
12.686666;12.774805;12.73498;1.3147755;
12.690059;12.779537;12.737121;1.4559605;
12.690059;12.779537;12.737121;1.4559605;
12.690059;12.779537;12.737121;1.4559605;
12.690024;12.778254;12.739191;1.3250469;
12.690024;12.778254;12.739191;1.3250469;
12.690024;12.778254;12.739191;1.3250469;
12.689022;12.772224;12.728021;1.6729708;
12.689022;12.772224;12.728021;1.6729708;
12.689022;12.772224;12.728021;1.6729708;
12.686207;12.776001;12.732405;1.6624771;
12.686207;12.776001;12.732405;1.6624771;
12.686207;12.776001;12.732405;1.6624771;
12.686207;12.776001;12.732405;1.6624771;
12.682194;12.772644;12.72803;1.6689436;
12.682194;12.772644;12.72803;1.6689436;
12.682194;12.772644;12.72803;1.6689436;
12.682194;12.772644;12.72803;1.6689436;
12.687106;12.780128;12.732409;1.3063067;
12.687106;12.780128;12.732409;1.3063067;
12.687106;12.780128;12.732409;1.3063067;
12.687106;12.780128;12.732409;1.3063067;
12.682569;12.777009;12.731378;1.3847221;
12.682569;12.777009;12.731378;1.3847221;
12.682569;12.777009;12.731378;1.3847221;
12.682569;12.777009;12.731378;1.3847221;
12.688286;12.774364;12.725372;1.3144424;
12.688286;12.774364;12.725372;1.3144424;
12.688286;12.774364;12.725372;1.3144424;
12.688286;12.774364;12.725372;1.3144424;
12.687029;12.774352;12.723841;1.4920878;
12.687029;12.774352;12.723841;1.4920878;
12.687029;12.774352;12.723841;1.4920878;
12.681632;12.772783;12.721081;1.5932591;
12.681632;12.772783;12.721081;1.5932591;
12.681632;12.772783;12.721081;1.5932591;
12.681632;12.772783;12.721081;1.5932591;
12.68449;12.777498;12.725863;1.3101017;
12.68449;12.777498;12.725863;1.3101017;
12.68449;12.777498;12.725863;1.3101017;
12.679466;12.771974;12.723058;1.5765407;
12.679466;12.771974;12.723058;1.5765407;
12.679466;12.771974;12.723058;1.5765407;
12.683812;12.771873;12.726097;1.5745479;
12.683812;12.771873;12.726097;1.5745479;
12.683812;12.771873;12.726097;1.5745479;
12.683812;12.771873;12.726097;1.5745479;
12.678427;12.774682;12.728067;1.4465898;
12.678427;12.774682;12.728067;1.4465898;
12.678427;12.774682;12.728067;1.4465898;
12.67767;12.769817;12.729155;1.3429983;
12.67767;12.769817;12.729155;1.3429983;
12.67767;12.769817;12.729155;1.3429983;
12.67767;12.769817;12.729155;1.3429983;
12.677789;12.774013;12.730324;1.3041812;
12.677789;12.774013;12.730324;1.3041812;
12.677789;12.774013;12.730324;1.3041812;
12.677789;12.774013;12.730324;1.3041812;
12.681194;12.774855;12.725184;1.3306586;
12.681194;12.774855;12.725184;1.3306586;
12.681194;12.774855;12.725184;1.3306586;
12.681194;12.774855;12.725184;1.3306586;
12.677102;12.766379;12.722578;1.4972905;
12.677102;12.766379;12.722578;1.4972905;
12.677102;12.766379;12.722578;1.4972905;
12.681892;12.770273;12.725272;1.6306809;
12.681892;12.770273;12.725272;1.6306809;
12.681892;12.770273;12.725272;1.6306809;
12.681892;12.770273;12.725272;1.6306809;
12.677956;12.770224;12.722194;1.3101668;
12.677956;12.770224;12.722194;1.3101668;
12.677956;12.770224;12.722194;1.3101668;
12.67915;12.769167;12.724347;1.5607717;
12.67915;12.769167;12.724347;1.5607717;
12.67915;12.769167;12.724347;1.5607717;
12.679583;12.766397;12.719775;1.6669509;
12.679583;12.766397;12.719775;1.6669509;
12.679583;12.766397;12.719775;1.6669509;
12.679583;12.766397;12.719775;1.6669509;
12.673452;12.763303;12.723688;1.6662067;
12.673452;12.763303;12.723688;1.6662067;
12.673452;12.763303;12.723688;1.6662067;
12.676896;12.765945;12.72296;1.5560503;
12.676896;12.765945;12.72296;1.5560503;
12.676896;12.765945;12.72296;1.5560503;
12.676896;12.765945;12.72296;1.5560503;
12.674981;12.765637;12.719922;1.312066;
12.674981;12.765637;12.719922;1.312066;
12.674981;12.765637;12.719922;1.312066;
12.674981;12.765637;12.719922;1.312066;
12.680844;12.766302;12.721315;1.3312546;
12.680844;12.766302;12.721315;1.3312546;
12.680844;12.766302;12.721315;1.3312546;
12.680844;12.766302;12.721315;1.3312546;
12.67676;12.771667;12.720573;1.3331972;
12.67676;12.771667;12.720573;1.3331972;
12.67676;12.771667;12.720573;1.3331972;
12.67676;12.771667;12.720573;1.3331972;
12.67821;12.770036;12.720992;1.3259439;
12.67821;12.770036;12.720992;1.3259439;
12.67821;12.770036;12.720992;1.3259439;
12.67821;12.770036;12.720992;1.3259439;
12.674095;12.764467;12.71806;1.6175698;
12.674095;12.764467;12.71806;1.6175698;
12.674095;12.764467;12.71806;1.6175698;
12.674095;12.764467;12.71806;1.6175698;
12.673036;12.76594;12.721626;1.3103539;
12.673036;12.76594;12.721626;1.3103539;
12.673036;12.76594;12.721626;1.3103539;
12.671816;12.762126;12.714543;1.9492637;
12.671816;12.762126;12.714543;1.9492637;
12.671816;12.762126;12.714543;1.9492637;
12.671816;12.762126;12.714543;1.9492637;
12.676909;12.763335;12.715776;1.6565599;
12.676909;12.763335;12.715776;1.6565599;
12.676909;12.763335;12.715776;1.6565599;
12.672254;12.763098;12.714136;1.5219361;
12.672254;12.763098;12.714136;1.5219361;
12.672254;12.763098;12.714136;1.5219361;
12.672254;12.763098;12.714136;1.5219361;
12.680934;12.763842;12.718801;1.5810373;
12.680934;12.763842;12.718801;1.5810373;
12.680934;12.763842;12.718801;1.5810373;
12.676802;12.763009;12.720653;1.6060011;
