Model,RTH1004
SerialNumber,103234
Firmware Version,'1.60.3.3'

Waveform Time Stamp,2019-11-22 22:46:18.049,2019-11-22 22:46:18.049,2019-11-22 22:46:18.049,2019-11-22 22:46:18.049
-21.6,-0.21569,2.2745,-0.21569,31.078
-21.4,-0.68627,2.902,-0.45098,31
-21.2,-0.60784,2.2745,-0.45098,31.078
-21,-0.92157,2.5882,-0.52941,30.922
-20.8,-0.84314,2.5882,-0.45098,30.843
-20.6,-0.84314,2.5882,-0.68627,30.922
-20.4,-0.68627,2.5882,-0.45098,30.922
-20.2,-0.68627,2.5882,-0.45098,30.922
-20,-0.60784,2.902,-0.21569,30.922
-19.8,-0.45098,3.2157,-0.37255,30.922
-19.6,-0.37255,2.902,-0.37255,31.078
-19.4,-0.13725,2.5882,0.098039,30.922
-19.2,0.098039,2.902,0.17647,34.608
-19,0.2549,2.2745,-0.058824,31
-18.8,0.33333,2.902,0.33333,30.686
-18.6,0.098039,2.5882,0.098039,31.078
-18.4,0.019608,2.902,-0.058824,30.922
-18.2,0.33333,2.902,0.2549,30.922
-18,0.098039,2.902,0.019608,30.686
-17.8,0.098039,1.9608,0.098039,30.922
-17.6,0.33333,2.902,0.33333,31.078
-17.4,0.019608,2.5882,-0.058824,30.922
-17.2,0.17647,2.902,0.17647,31
-17,0.33333,2.5882,0.2549,31
-16.8,0.2549,2.902,0.2549,31
-16.6,0.098039,2.2745,0.019608,30.922
-16.4,0.098039,2.2745,0.019608,30.765
-16.2,0.098039,1.9608,-0.13725,30.922
-16,0.2549,1.9608,0.019608,30.765
-15.8,0.2549,2.2745,0.17647,30.922
-15.6,0.41176,2.5882,0.2549,30.765
-15.4,0.41176,1.6471,0.2549,30.922
-15.2,0.41176,1.9608,0.098039,30.922
-15,0.72549,2.902,0.41176,30.922
-14.8,0.56863,1.9608,0.33333,30.922
-14.6,0.4902,2.2745,0.33333,31
-14.4,0.96078,2.2745,0.41176,31
-14.2,0.88235,2.5882,0.33333,30.922
-14,0.88235,2.2745,0.4902,30.922
-13.8,0.96078,3.2157,0.4902,31
-13.6,0.80392,2.2745,0.41176,31.078
-13.4,1.1961,3.2157,0.64706,31.078
-13.2,1.0392,2.5882,0.56863,31
-13,1.3529,2.902,0.56863,30.922
-12.8,1.0392,2.902,0.41176,31
-12.6,1.1961,2.5882,0.72549,31.157
-12.4,1.1176,3.2157,0.64706,30.843
-12.2,1.0392,2.902,0.64706,30.922
-12,0.80392,2.5882,0.56863,30.922
-11.8,1.2745,2.2745,0.56863,30.843
-11.6,1.1961,2.2745,0.64706,31
-11.4,1.1176,2.5882,0.72549,30.922
-11.2,0.96078,2.2745,0.4902,30.843
-11,0.96078,2.902,0.72549,31.078
-10.8,0.88235,1.9608,0.56863,30.922
-10.6,0.96078,2.2745,0.41176,30.843
-10.4,0.88235,2.2745,0.4902,31
-10.2,0.80392,2.5882,0.33333,31
-10,1.0392,1.9608,0.41176,31
-9.8,0.96078,2.902,0.41176,30.922
-9.6,0.72549,1.6471,0.33333,30.922
-9.4,0.88235,2.2745,0.41176,30.922
-9.2,0.72549,2.5882,0.33333,30.843
-9,1.1176,2.5882,0.33333,30.765
-8.8,0.64706,3.5294,0.33333,31
-8.6,0.56863,2.5882,0.17647,30.922
-8.4,0.96078,2.2745,0.33333,31
-8.2,0.96078,2.5882,0.4902,30.922
-8,0.64706,2.902,0.33333,30.922
-7.8,0.64706,2.5882,0.2549,31
-7.6,0.88235,2.5882,0.33333,30.922
-7.4,0.56863,2.902,0.2549,31.157
-7.2,0.72549,3.2157,0.2549,30.922
-7,1.0392,2.2745,0.56863,31
-6.8,1.0392,2.902,0.4902,31
-6.6,1.1176,2.2745,0.56863,31.157
-6.4,1.1176,3.2157,0.41176,33.667
-6.2,0.88235,2.5882,0.4902,30.922
-6,1.1176,2.902,0.41176,31
-5.8,1.1176,2.902,0.56863,31
-5.6,1.2745,2.5882,0.56863,30.922
-5.4,1.1961,2.5882,0.56863,30.922
-5.2,1.3529,2.5882,0.64706,30.922
-5,1.1961,2.902,0.64706,30.843
-4.8,1.2745,2.2745,0.80392,30.843
-4.6,1.1961,2.2745,0.56863,30.843
-4.4,1.0392,2.2745,0.56863,30.843
-4.2,1.3529,3.2157,0.72549,30.922
-4,1.2745,2.5882,0.64706,30.922
-3.8,1.0392,2.5882,0.64706,30.922
-3.6,1.1176,2.2745,0.41176,30.922
-3.4,0.80392,2.2745,0.4902,31
-3.2,0.4902,2.2745,0.41176,30.765
-3,0.41176,2.5882,0.41176,30.922
-2.8,0.33333,2.5882,0.098039,30.922
-2.6,0.33333,2.5882,0.17647,30.843
-2.4,0.4902,1.9608,0.2549,31
-2.2,0.17647,2.5882,0.098039,31
-2,0.41176,2.2745,0.17647,31
-1.8,0.098039,2.5882,-0.13725,31.157
-1.6,0.17647,2.2745,0.019608,31.078
-1.4,0.17647,2.5882,0.098039,30.922
-1.2,-0.13725,2.2745,-0.058824,31
-1,0.098039,2.5882,-0.058824,30.922
-0.8,0.17647,2.902,0.019608,30.922
-0.6,0.019608,2.2745,-0.21569,31.078
-0.4,0.17647,2.2745,0.019608,30.922
-0.2,0.098039,2.2745,0.17647,31
0,0.33333,1.9608,0.019608,30.922
0.2,-0.29412,2.2745,-0.21569,31.078
0.4,-0.45098,2.2745,-0.21569,30.922
0.6,-0.45098,2.5882,-0.37255,31.078
0.8,-0.60784,2.5882,-0.29412,30.922
1,-0.52941,1.9608,-0.29412,30.922
1.2,-0.37255,2.2745,-0.37255,31
1.4,-0.37255,2.902,-0.21569,30.843
1.6,-0.45098,2.5882,-0.21569,31
1.8,-1,1.9608,-0.45098,30.765
2,-1.2353,2.902,-0.76471,31.078
2.2,-1,2.902,-0.45098,31
2.4,-0.92157,2.2745,-0.37255,30.843
2.6,-0.84314,2.2745,-0.45098,30.922
2.8,-0.52941,2.5882,-0.37255,30.922
3,-0.21569,2.2745,-0.058824,31
3.2,-0.21569,3.2157,-0.13725,30.843
3.4,-0.21569,2.5882,0.019608,31
3.6,0.098039,2.2745,0.098039,30.843
3.8,0.33333,2.5882,0.41176,31
4,0.33333,2.5882,0.33333,31
4.2,0.33333,2.2745,0.41176,31
4.4,0.4902,2.5882,0.4902,31
4.6,0.41176,1.9608,0.41176,31
4.8,0.4902,2.5882,0.2549,31.078
5,0.41176,2.5882,0.33333,30.922
5.2,0.41176,2.2745,0.41176,30.922
5.4,0.64706,2.902,0.4902,31
5.6,0.56863,2.2745,0.41176,30.843
5.8,0.41176,2.902,0.17647,30.922
6,0.41176,2.902,0.33333,31.078
6.2,0.41176,2.902,0.41176,31
6.4,0.17647,3.2157,0.17647,31.549
6.6,-0.058824,3.2157,0.019608,30.843
6.8,0.019608,2.902,0.019608,31
7,-0.21569,2.2745,0.098039,30.843
7.2,0.019608,2.902,0.098039,30.922
7.4,-0.058824,2.5882,0.098039,30.922
7.6,0.019608,1.9608,0.098039,30.922
7.8,0.17647,2.2745,0.17647,31
8,0.098039,2.5882,0.098039,30.843
8.2,0.2549,2.902,0.17647,30.765
8.4,0.098039,3.2157,0.098039,30.843
8.6,0.098039,2.2745,0.2549,30.843
8.8,0.2549,1.9608,0.17647,30.843
9,-0.058824,2.5882,0.019608,30.843
9.2,0.17647,1.6471,0.098039,30.922
9.4,0.098039,2.2745,0.098039,30.843
9.6,-0.13725,2.2745,-0.13725,30.765
9.8,-0.45098,2.5882,-0.21569,31
10,-0.37255,2.902,-0.37255,30.922
10.2,-0.45098,2.5882,-0.13725,30.686
10.4,-0.29412,3.2157,-0.21569,30.922
10.6,-0.45098,2.5882,-0.29412,30.843
10.8,-0.45098,2.902,-0.29412,30.922
11,-0.29412,1.6471,-0.21569,31.078
11.2,-0.21569,2.2745,-0.13725,30.843
11.4,-0.37255,2.2745,-0.45098,30.922
11.6,-0.37255,2.5882,-0.45098,31.078
11.8,-0.37255,2.2745,-0.29412,31.078
12,-0.60784,2.902,-0.52941,30.765
12.2,-0.29412,2.5882,-0.45098,30.922
12.4,-0.52941,2.5882,-0.45098,30.843
12.6,-0.45098,2.2745,-0.60784,31.235
12.8,-0.45098,2.2745,-0.45098,30.922
13,-0.52941,1.9608,-0.37255,31.078
13.2,-0.37255,1.6471,-0.45098,31.078
13.4,0.019608,2.2745,-0.13725,30.922
13.6,0.098039,2.5882,-0.13725,31
13.8,-0.13725,3.2157,-0.21569,30.765
14,0.019608,3.5294,-0.058824,30.922
14.2,0.2549,2.5882,-0.13725,31.078
14.4,0.2549,1.9608,0.17647,30.686
14.6,0.33333,2.902,0.019608,30.922
14.8,0.2549,2.5882,-0.058824,31
15,0.33333,2.902,0.17647,30.843
15.2,0.41176,2.5882,0.17647,30.843
15.4,0.56863,2.5882,0.2549,31.078
15.6,0.64706,1.9608,0.33333,30.922
15.8,0.72549,2.5882,0.2549,31
16,0.72549,1.9608,0.41176,31
16.2,0.72549,2.5882,0.41176,31
16.4,0.80392,2.5882,0.41176,31.078
16.6,0.80392,2.2745,0.4902,30.765
16.8,0.64706,2.5882,0.4902,30.922
17,0.64706,2.5882,0.41176,30.843
17.2,0.64706,2.5882,0.41176,30.922
17.4,0.72549,2.2745,0.2549,31.078
17.6,0.64706,2.902,0.2549,31
17.8,0.56863,2.902,0.17647,31
18,0.56863,3.2157,0.4902,31
18.2,0.96078,2.2745,0.33333,31.078
18.4,0.88235,2.5882,0.4902,30.922
18.6,0.72549,2.902,0.33333,31
18.8,0.80392,2.2745,0.2549,31.157
19,1.0392,2.902,0.4902,30.843
19.2,1.1961,2.902,0.56863,30.843
19.4,0.64706,2.5882,0.41176,30.922
19.6,0.80392,1.9608,0.33333,30.765
19.8,0.80392,2.2745,0.56863,30.765
20,0.72549,3.2157,0.41176,31
20.2,1.0392,2.5882,0.41176,30.922
20.4,0.88235,3.2157,0.4902,30.765
20.6,1.1176,2.902,0.64706,30.765
20.8,1.1176,3.5294,0.56863,30.765
21,0.88235,2.5882,0.4902,30.765
21.2,1.0392,2.902,0.56863,31
21.4,0.88235,2.5882,0.41176,30.922
21.6,0.80392,3.2157,0.56863,30.765
21.8,0.96078,2.5882,0.4902,30.765
22,0.80392,2.5882,0.4902,30.765
22.2,1.0392,2.5882,0.4902,30.922
22.4,0.88235,2.2745,0.41176,30.922
22.6,0.64706,2.5882,0.33333,30.922
22.8,0.96078,1.9608,0.41176,31
23,0.96078,2.902,0.41176,31
23.2,0.96078,2.2745,0.64706,31
23.4,1.1176,3.2157,0.41176,31
23.6,0.96078,2.5882,0.56863,31
23.8,0.80392,2.5882,0.4902,31.078
24,0.80392,1.9608,0.33333,31
24.2,0.80392,2.2745,0.41176,30.922
24.4,0.96078,2.5882,0.33333,30.843
24.6,1.0392,2.2745,0.56863,30.843
24.8,1.0392,1.6471,0.33333,31
25,1.0392,2.2745,0.64706,31.078
25.2,0.88235,2.5882,0.56863,30.922
25.4,1.0392,3.2157,0.41176,31
25.6,0.72549,2.2745,0.4902,30.765
25.8,0.72549,2.2745,0.33333,31
26,1.0392,2.902,0.64706,30.922
26.2,0.72549,2.2745,0.4902,31.078
26.4,1.1961,1.9608,0.72549,31
26.6,1.0392,2.2745,0.56863,31.078
26.8,1.1176,2.2745,0.4902,30.922
27,0.88235,2.902,0.4902,30.922
27.2,1.1176,2.2745,0.41176,30.922
27.4,1.1176,1.9608,0.4902,30.922
27.6,1.0392,1.9608,0.4902,30.922
27.8,1.1176,3.2157,0.4902,31.078
28,1.0392,2.902,0.56863,31.078
28.2,1.1961,1.9608,0.72549,30.922
28.4,1.1961,2.5882,0.56863,30.843
28.6,1.1961,2.5882,0.56863,31
28.8,1.3529,2.2745,0.64706,31
29,1.4314,3.2157,0.88235,31
29.2,0.88235,3.2157,0.56863,31.235
29.4,1.1961,3.2157,0.72549,31.078
29.6,0.88235,2.2745,0.33333,30.843
29.8,1.2745,2.2745,0.72549,30.922
30,0.88235,2.902,0.41176,30.922
30.2,0.88235,2.5882,0.72549,30.843
30.4,1.0392,2.2745,0.4902,31.078
30.6,0.88235,2.902,0.2549,30.922
30.8,1.1176,2.2745,0.64706,31
31,0.88235,2.902,0.56863,30.843
31.2,1.1961,2.902,0.56863,31
31.4,0.96078,2.902,0.56863,30.922
31.6,1.2745,2.902,0.56863,30.843
31.8,1.1961,2.902,0.56863,31.078
32,0.96078,2.902,0.33333,30.765
32.2,1.0392,2.902,0.41176,30.843
32.4,0.80392,2.902,0.4902,30.922
32.6,0.56863,2.902,0.33333,31
32.8,0.80392,3.5294,0.4902,30.843
33,0.56863,3.2157,0.33333,30.765
33.2,0.33333,2.5882,0.2549,30.922
33.4,0.56863,2.902,0.17647,31.157
33.6,0.56863,3.2157,0.2549,30.922
33.8,0.41176,2.5882,0.33333,31.078
34,0.4902,2.2745,0.2549,31.078
34.2,0.33333,2.2745,0.17647,30.922
34.4,0.2549,1.9608,0.17647,31
34.6,0.2549,1.9608,-0.058824,30.843
34.8,0.2549,2.5882,0.098039,30.765
35,0.33333,2.902,0.17647,30.922
35.2,0.33333,2.2745,0.098039,30.922
35.4,0.41176,2.2745,0.17647,30.922
35.6,0.2549,2.5882,0.17647,31
35.8,0.2549,2.5882,0.2549,30.922
36,0.41176,2.5882,0.098039,31
36.2,-0.058824,2.2745,-0.058824,30.843
36.4,0.17647,2.5882,-0.058824,30.922
36.6,0.098039,2.2745,0.019608,31
36.8,0.17647,2.902,0.019608,30.922
37,0.33333,2.5882,0.098039,30.922
37.2,0.098039,2.2745,0.17647,31
37.4,0.17647,1.9608,0.17647,30.922
37.6,0.2549,2.902,0.2549,31
37.8,0.019608,2.2745,0.019608,31
38,0.098039,2.2745,0.019608,31.078
38.2,0.2549,2.5882,0.019608,31
38.4,-0.058824,2.5882,-0.058824,31.078
38.6,0.098039,2.2745,0.019608,30.922
38.8,0.019608,2.5882,-0.058824,30.922
39,-0.45098,2.2745,-0.29412,31
39.2,-0.29412,2.2745,-0.21569,31
