soc,ocv
0.0013175230566535084, 10.786458333333336
0.06502736394040745, 11.017542353479854
0.0885798983625071, 11.112776360544219
0.10784867306606437, 11.170971513605442
0.1292348955392434, 11.23521406668728
0.1711603613777527, 11.339904143475572
0.18926453980801808, 11.386213860544219
0.21202710333145117, 11.439625850340136
0.26811594202898564, 11.561507936507937
0.2959839073969509, 11.622980442176871
0.315040937323546, 11.659571641156463
0.3412761151891587, 11.713860544217688
0.3860813099943535, 11.8015518707483
0.4036561264822135, 11.830250850340136
0.43649285497111595, 11.886238389586604
0.476453980801807, 11.954453656462585
0.49608272162619993, 11.98889243197279
0.5103754940711461, 12.010416666666668
0.533267457180501, 12.04513888888889
0.5799336533032184, 12.132387329931973
0.6180477131564087, 12.193372661564627
0.6683135704874836, 12.280753968253968
0.6978966685488424, 12.346194727891156
0.7341897233201582, 12.404761904761905
0.781938170525127, 12.50726775085034
0.822148503670243, 12.580091411564627
0.8857989836250706, 12.697887677798391
0.9086674195369848, 12.746154143475572
0.9296301524562396, 12.79181161100804
0.9629799548277811, 12.828337585034014
0.9993412384716736, 12.913918726312311
