Time,Vdc,Adc
7.409588178294598, 2.595390173410405, 40.0
7.409588178294598, 2.5802899807321773, 40.0
7.409588178294598, 2.5651897880539503, 40.0
7.409588178294598, 2.5500895953757228, 40.0
7.409588178294598, 2.5349894026974953, 40.0
17.05879764211886, 2.519889210019268, 40.0
11.544963662790678, 2.5085640655105976, 40.0
23.951090116279147, 2.497238921001927, 40.0
23.951090116279147, 2.484026252408478, 40.0
28.086465600775227, 2.512339113680154, 40.0
40.49259205426347, 2.4859137764932564, 40.0
40.49259205426347, 2.470813583815029, 40.0
57.03409399224802, 2.470813583815029, 40.0
52.89871850775194, 2.463263487475915, 40.0
73.57559593023257, 2.4670385356454725, 40.0
73.57559593023257, 2.4557133911368014, 40.0
90.11709786821712, 2.4594884393063587, 40.0
98.38784883720928, 2.448163294797688, 40.0
106.65859980620144, 2.4594884393063587, 40.0
116.3078092700257, 2.4469049454078355, 40.0
131.47085271317837, 2.451938342967245, 40.0
131.47085271317837, 2.4406131984585744, 40.0
148.0123546511627, 2.4443882466281313, 40.0
148.0123546511627, 2.4330631021194606, 40.0
164.55385658914724, 2.4406131984585744, 40.0
164.55385658914724, 2.4292880539499038, 40.0
181.0953585271318, 2.4368381502890175, 40.0
181.0953585271318, 2.425513005780347, 40.0
197.63686046511611, 2.4292880539499038, 40.0
214.17836240310066, 2.4292880539499038, 40.0
214.17836240310066, 2.417962909441233, 40.0
230.7198643410852, 2.425513005780347, 40.0
230.7198643410852, 2.4141878612716763, 40.0
247.26136627906976, 2.417962909441233, 40.0
243.12599079457368, 2.41041281310212, 40.0
263.8028682170543, 2.4141878612716763, 40.0
263.8028682170543, 2.402862716763006, 40.0
280.34437015503863, 2.41041281310212, 40.0
280.34437015503863, 2.3990876685934492, 40.0
296.8858720930232, 2.4066377649325625, 40.0
296.8858720930232, 2.3953126204238924, 40.0
313.42737403100773, 2.3990876685934492, 40.0
321.6981249999999, 2.3877625240847786, 40.0
329.96887596899205, 2.3990876685934492, 40.0
338.23962693798444, 2.389650048169557, 40.0
354.781128875969, 2.3915375722543355, 40.0
354.781128875969, 2.380212427745665, 40.0
371.3226308139533, 2.3839874759152218, 40.0
379.5933817829457, 2.372662331406551, 40.0
387.86413275193786, 2.3839874759152218, 40.0
396.13488372093025, 2.3745498554913294, 40.0
412.67638565891457, 2.376437379576108, 40.0
412.67638565891457, 2.3651122350674374, 40.0
429.2178875968991, 2.372662331406551, 40.0
425.08251211240304, 2.3651122350674374, 40.0
445.75938953488367, 2.3688872832369943, 40.0
445.75938953488367, 2.3575621387283237, 40.0
462.300891472868, 2.361337186897881, 40.0
470.5716424418604, 2.35001204238921, 40.0
478.84239341085254, 2.361337186897881, 40.0
487.1131443798449, 2.3518995664739886, 40.0
503.65464631782925, 2.3537870905587672, 40.0
503.65464631782925, 2.342461946050096, 40.0
520.1961482558138, 2.35001204238921, 40.0
516.0607727713177, 2.342461946050096, 40.0
536.7376501937983, 2.3462369942196535, 40.0
536.7376501937983, 2.334911849710983, 40.0
553.2791521317829, 2.342461946050096, 40.0
549.1437766472866, 2.334911849710983, 40.0
569.8206540697672, 2.3386868978805397, 40.0
569.8206540697672, 2.327361753371869, 40.0
586.3621560077518, 2.334911849710983, 40.0
582.2267805232557, 2.327361753371869, 40.0
602.9036579457363, 2.331136801541426, 40.0
602.9036579457363, 2.3198116570327554, 40.0
619.4451598837209, 2.327361753371869, 40.0
615.3097843992246, 2.3198116570327554, 40.0
635.9866618217052, 2.3235867052023123, 40.0
635.9866618217052, 2.312261560693642, 40.0
652.5281637596897, 2.3235867052023123, 40.0
652.5281637596897, 2.3103740366088634, 40.0
669.0696656976743, 2.3160366088631985, 40.0
669.0696656976743, 2.3047114643545283, 40.0
685.6111676356588, 2.312261560693642, 40.0
681.4757921511625, 2.3047114643545283, 40.0
702.1526695736432, 2.3084865125240848, 40.0
710.4234205426355, 2.2971613680154146, 40.0
718.6941715116277, 2.3084865125240848, 40.0
726.9649224806199, 2.299048892100193, 40.0
743.5064244186044, 2.300936416184971, 40.0
743.5064244186044, 2.289611271676301, 40.0
760.047926356589, 2.2971613680154146, 40.0
755.9125508720929, 2.289611271676301, 40.0
776.5894282945735, 2.2933863198458573, 40.0
784.8601792635657, 2.282061175337187, 40.0
793.1309302325581, 2.2933863198458573, 40.0
802.7801396963821, 2.280802825947335, 40.0
817.9431831395348, 2.285836223506744, 40.0
817.9431831395348, 2.2745110789980734, 40.0
