Time,Vdc,Adc
6.750788056779129, 1.926068400770713, -40.0
6.750788056779129, 1.9109682080924857, -40.0
6.750788056779129, 1.8958680154142582, -40.0
6.750788056779129, 1.880767822736031, -40.0
6.750788056779129, 1.8656676300578037, -40.0
6.750788056779129, 1.8505674373795762, -40.0
6.750788056779129, 1.835467244701349, -40.0
6.750788056779129, 1.8203670520231214, -40.0
6.750788056779129, 1.8052668593448942, -40.0
6.750788056779129, 1.7901666666666667, -40.0
6.750788056779129, 1.7750664739884394, -40.0
6.750788056779129, 1.759966281310212, -40.0
6.750788056779129, 1.7448660886319847, -40.0
6.750788056779129, 1.7297658959537574, -40.0
6.750788056779129, 1.71466570327553, -40.0
6.750788056779129, 1.6995655105973027, -40.0
6.750788056779129, 1.6844653179190752, -40.0
6.750788056779129, 1.669365125240848, -40.0
6.750788056779129, 1.6542649325626204, -40.0
6.750788056779129, 1.6391647398843932, -40.0
6.750788056779129, 1.6240645472061659, -40.0
6.750788056779129, 1.6089643545279384, -40.0
6.750788056779129, 1.597639210019268, -40.0
15.230660792951312, 2.092170520231214, -40.0
15.230660792951312, 2.0770703275529865, -40.0
15.230660792951312, 2.061970134874759, -40.0
15.230660792951312, 2.046869942196532, -40.0
15.230660792951312, 2.0317697495183045, -40.0
15.230660792951312, 2.0166695568400774, -40.0
15.230660792951312, 2.00156936416185, -40.0
15.230660792951312, 1.9864691714836225, -40.0
15.230660792951312, 1.9713689788053952, -40.0
15.230660792951312, 1.9562687861271677, -40.0
15.230660792951312, 1.9411685934489404, -40.0
25.123845651818556, 2.1072707129094415, -40.0
19.470597161037404, 1.926068400770713, -40.0
19.470597161037404, 1.9109682080924857, -40.0
19.470597161037404, 1.8958680154142582, -40.0
19.470597161037404, 1.880767822736031, -40.0
19.470597161037404, 1.7977167630057804, -40.0
33.60371838799074, 2.1299210019267827, -40.0
27.950469897209587, 2.088395472061657, -40.0
36.43034263338177, 2.1072707129094415, -40.0
49.150151737640954, 2.1450211946050097, -40.0
44.91021536955395, 2.133696050096339, -40.0
57.63002447381314, 2.160121387283237, -40.0
66.10989720998532, 2.1525712909441235, -40.0
74.5897699461575, 2.1676714836223505, -40.0
78.8297063142436, 2.1563463391136803, -40.0
91.54951541850187, 2.1676714836223505, -40.0
108.50926089084624, 2.1752215799614643, -40.0
108.50926089084624, 2.163896435452794, -40.0
125.46900636319151, 2.1752215799614643, -40.0
142.42875183553588, 2.1752215799614643, -40.0
159.38849730788024, 2.182771676300578, -40.0
159.38849730788024, 2.171446531791908, -40.0
176.3482427802246, 2.182771676300578, -40.0
172.10830641213852, 2.171446531791908, -40.0
193.30798825256988, 2.182771676300578, -40.0
210.26773372491425, 2.182771676300578, -40.0
227.22747919725862, 2.1903217726396917, -40.0
227.22747919725862, 2.1789966281310216, -40.0
244.18722466960298, 2.1903217726396917, -40.0
244.18722466960298, 2.1789966281310216, -40.0
261.14697014194826, 2.1903217726396917, -40.0
261.14697014194826, 2.1789966281310216, -40.0
278.1067156142926, 2.1903217726396917, -40.0
278.1067156142926, 2.1789966281310216, -40.0
295.066461086637, 2.1903217726396917, -40.0
312.02620655898136, 2.1903217726396917, -40.0
328.98595203132663, 2.1978718689788055, -40.0
328.98595203132663, 2.1865467244701353, -40.0
345.945697503671, 2.1978718689788055, -40.0
