Time,Vdc,Adc
1678483494.831531, 4.7603e1, 1.4981e1
1678483495.246353, 4.7602e1, 1.4981e1
1678483495.7303696, 4.7602e1, 1.4981e1
1678483496.1998544, 4.7602e1, 1.4981e1
1678483496.8318248, 4.7602e1, 1.4981e1
1678483497.2473614, 4.7602e1, 1.4981e1
1678483497.7306566, 4.7601e1, 1.4981e1
1678483498.1995788, 4.7600e1, 1.4981e1
1678483498.831861, 4.7599e1, 1.4981e1
1678483499.2478187, 4.7598e1, 1.4981e1
1678483499.7308047, 4.7596e1, 1.4981e1
1678483500.1996887, 4.7595e1, 1.4981e1
1678483500.8329027, 4.7593e1, 1.4981e1
1678483501.2474506, 4.7592e1, 1.4981e1
1678483501.7305043, 4.7591e1, 1.4981e1
1678483502.1999705, 4.7591e1, 1.4981e1
1678483502.8325412, 4.7590e1, 1.4981e1
1678483503.247553, 4.7589e1, 1.4981e1
1678483503.7316585, 4.7588e1, 1.4981e1
1678483504.2002833, 4.7587e1, 1.4981e1
1678483504.8329628, 4.7586e1, 1.4981e1
1678483505.2475946, 4.7586e1, 1.4981e1
1678483505.731671, 4.7585e1, 1.4981e1
1678483506.2004762, 4.7584e1, 1.4981e1
1678483506.833034, 4.7583e1, 1.4981e1
1678483507.2485788, 4.7583e1, 1.4981e1
1678483507.7320065, 4.7582e1, 1.4981e1
1678483508.2007842, 4.7581e1, 1.4981e1
1678483508.8337164, 4.7580e1, 1.4981e1
1678483509.2486641, 4.7579e1, 1.4981e1
1678483509.731845, 4.7579e1, 1.4981e1
1678483510.2010124, 4.7578e1, 1.4981e1
1678483510.8337321, 4.7577e1, 1.4981e1
1678483511.2486963, 4.7577e1, 1.4981e1
1678483511.731663, 4.7576e1, 1.4981e1
1678483512.2012832, 4.7575e1, 1.4981e1
1678483512.8340566, 4.7575e1, 1.4981e1
1678483513.2487345, 4.7574e1, 1.4981e1
1678483513.732891, 4.7574e1, 1.4981e1
1678483514.2014852, 4.7573e1, 1.4981e1
1678483514.8342745, 4.7573e1, 1.4981e1
1678483515.2498007, 4.7572e1, 1.4981e1
1678483515.732828, 4.7572e1, 1.4981e1
1678483516.2018178, 4.7571e1, 1.4981e1
1678483516.8343506, 4.7570e1, 1.4981e1
1678483517.2498426, 4.7569e1, 1.4981e1
1678483517.7330222, 4.7568e1, 1.4981e1
1678483518.2020824, 4.7567e1, 1.4981e1
1678483518.8354106, 4.7566e1, 1.4981e1
1678483519.2499402, 4.7566e1, 1.4981e1
1678483519.7329326, 4.7565e1, 1.4981e1
1678483520.2022724, 4.7564e1, 1.4981e1
1678483520.8356364, 4.7563e1, 1.4981e1
1678483521.2499924, 4.7563e1, 1.4981e1
1678483521.7343469, 4.7562e1, 1.4981e1
1678483522.2026246, 4.7561e1, 1.4981e1
1678483522.83548, 4.7559e1, 1.4981e1
1678483523.2500257, 4.7558e1, 1.4981e1
1678483523.7341857, 4.7557e1, 1.4981e1
1678483524.202732, 4.7556e1, 1.4981e1
1678483524.8355217, 4.7556e1, 1.4981e1
1678483525.2512581, 4.7556e1, 1.4981e1
1678483525.734358, 4.7555e1, 1.4981e1
1678483526.203142, 4.7554e1, 1.4981e1
1678483526.8355029, 4.7554e1, 1.4981e1
1678483527.251013, 4.7553e1, 1.4981e1
1678483527.7340665, 4.7552e1, 1.4981e1
1678483528.203358, 4.7552e1, 1.4981e1
1678483528.8364713, 4.7551e1, 1.4981e1
1678483529.2511048, 4.7550e1, 1.4981e1
1678483529.7346783, 4.7549e1, 1.4981e1
1678483530.2036223, 4.7548e1, 1.4981e1
1678483530.836587, 4.7548e1, 1.4981e1
1678483531.2512295, 4.7547e1, 1.4981e1
1678483531.7353575, 4.7546e1, 1.4981e1
1678483532.2039268, 4.7545e1, 1.4981e1
1678483532.8364966, 4.7544e1, 1.4981e1
1678483533.2514403, 4.7543e1, 1.4981e1
1678483533.735656, 4.7542e1, 1.4981e1
1678483534.2041385, 4.7542e1, 1.4981e1
1678483534.836669, 4.7541e1, 1.4981e1
1678483535.25225, 4.7540e1, 1.4981e1
1678483535.735609, 4.7540e1, 1.4981e1
1678483536.204379, 4.7539e1, 1.4981e1
1678483536.8376052, 4.7538e1, 1.4981e1
1678483537.252241, 4.7538e1, 1.4981e1
1678483537.735453, 4.7537e1, 1.4981e1
1678483538.204619, 4.7536e1, 1.4981e1
1678483538.837773, 4.7535e1, 1.4981e1
1678483539.2522933, 4.7534e1, 1.4981e1
1678483539.7353334, 4.7533e1, 1.4981e1
1678483540.20489, 4.7532e1, 1.4981e1
1678483540.8378987, 4.7532e1, 1.4981e1
1678483541.2523339, 4.7531e1, 1.4981e1
1678483541.7364855, 4.7530e1, 1.4981e1
1678483542.205167, 4.7529e1, 1.4981e1
1678483542.8378572, 4.7529e1, 1.4981e1
1678483543.25236, 4.7528e1, 1.4981e1
